STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02741V03309,Sub Sector,UNIT,VALUE,Country
EHQ10C02,Average Weekly Earnings,20114,2011Q4,10,Non commercial Semi-State companies,Euro,961.25,Italy
EHQ10C02,Average Weekly Earnings,20114,2011Q4,-,Total Public Sector including Semi State bodies,Euro,918.42,Italy
EHQ10C02,Average Weekly Earnings,20114,2011Q4,08,Total Public Sector excluding Semi State bodies,Euro,908.38,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,01,Civil service,Euro,935.24,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,02,Defence,Euro,844.68,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,03,Garda Siochana,Euro,1218.26,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,04,Education,Euro,917.9,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,05,Regional bodies,Euro,822.18,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,06,Health,Euro,883.15,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,07,Semi-State companies,Euro,979.5,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,09,Commercial Semi-State companies,Euro,959.26,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,10,Non commercial Semi-State companies,Euro,1048.91,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,-,Total Public Sector including Semi State bodies,Euro,916.65,Italy
EHQ10C02,Average Weekly Earnings,20121,2012Q1,08,Total Public Sector excluding Semi State bodies,Euro,907.65,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,01,Civil service,Euro,932.34,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,02,Defence,Euro,850.05,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,03,Garda Siochana,Euro,1209.68,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,04,Education,Euro,911.09,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,05,Regional bodies,Euro,808.73,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,06,Health,Euro,880.47,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,07,Semi-State companies,Euro,1003.06,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,09,Commercial Semi-State companies,Euro,997.37,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,10,Non commercial Semi-State companies,Euro,1022.48,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,-,Total Public Sector including Semi State bodies,Euro,914.91,Italy
EHQ10C02,Average Weekly Earnings,20122,2012Q2,08,Total Public Sector excluding Semi State bodies,Euro,902.06,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,01,Civil service,Euro,914.19,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,02,Defence,Euro,854.13,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,03,Garda Siochana,Euro,1152.13,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,04,Education,Euro,985.28,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,05,Regional bodies,Euro,796.15,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,06,Health,Euro,870.03,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,07,Semi-State companies,Euro,988.39,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,09,Commercial Semi-State companies,Euro,976.07,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,10,Non commercial Semi-State companies,Euro,1031.16,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,-,Total Public Sector including Semi State bodies,Euro,924.24,Italy
EHQ10C02,Average Weekly Earnings,20123,2012Q3,08,Total Public Sector excluding Semi State bodies,Euro,915.03,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,01,Civil service,Euro,932.44,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,02,Defence,Euro,844.84,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,03,Garda Siochana,Euro,1142.17,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,04,Education,Euro,937.37,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,05,Regional bodies,Euro,831.23,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,06,Health,Euro,877.64,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,07,Semi-State companies,Euro,980.92,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,09,Commercial Semi-State companies,Euro,965.96,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,10,Non commercial Semi-State companies,Euro,1030.15,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,-,Total Public Sector including Semi State bodies,Euro,918.1,Italy
EHQ10C02,Average Weekly Earnings,20124,2012Q4,08,Total Public Sector excluding Semi State bodies,Euro,909.07,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,01,Civil service,Euro,936.86,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,02,Defence,Euro,825.97,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,03,Garda Siochana,Euro,1245.62,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,04,Education,Euro,917.21,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,05,Regional bodies,Euro,829.31,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,06,Health,Euro,874.48,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,07,Semi-State companies,Euro,966.51,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,09,Commercial Semi-State companies,Euro,951.0,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,10,Non commercial Semi-State companies,Euro,1020.27,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,-,Total Public Sector including Semi State bodies,Euro,914.02,Italy
EHQ10C02,Average Weekly Earnings,20131,2013Q1,08,Total Public Sector excluding Semi State bodies,Euro,906.26,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,01,Civil service,Euro,943.45,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,02,Defence,Euro,837.73,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,03,Garda Siochana,Euro,1237.87,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,04,Education,Euro,914.5,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,05,Regional bodies,Euro,818.33,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,06,Health,Euro,897.68,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,07,Semi-State companies,Euro,1018.19,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,09,Commercial Semi-State companies,Euro,1010.66,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,10,Non commercial Semi-State companies,Euro,1044.67,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,-,Total Public Sector including Semi State bodies,Euro,926.59,Italy
EHQ10C02,Average Weekly Earnings,20132,2013Q2,08,Total Public Sector excluding Semi State bodies,Euro,913.46,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,01,Civil service,Euro,904.11,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,02,Defence,Euro,831.29,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,03,Garda Siochana,Euro,1189.64,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,04,Education,Euro,964.94,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,05,Regional bodies,Euro,797.08,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,06,Health,Euro,854.48,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,07,Semi-State companies,Euro,982.9,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,09,Commercial Semi-State companies,Euro,979.5,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,10,Non commercial Semi-State companies,Euro,995.61,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,-,Total Public Sector including Semi State bodies,Euro,913.66,Italy
EHQ10C02,Average Weekly Earnings,20133,2013Q3,08,Total Public Sector excluding Semi State bodies,Euro,903.31,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,01,Civil service,Euro,924.16,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,02,Defence,Euro,895.83,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,03,Garda Siochana,Euro,1131.97,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,04,Education,Euro,920.81,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,05,Regional bodies,Euro,830.64,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,06,Health,Euro,851.99,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,07,Semi-State companies,Euro,989.46,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,09,Commercial Semi-State companies,Euro,981.36,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,10,Non commercial Semi-State companies,Euro,1018.1,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,-,Total Public Sector including Semi State bodies,Euro,907.23,Italy
EHQ10C02,Average Weekly Earnings,20134,2013Q4,08,Total Public Sector excluding Semi State bodies,Euro,894.97,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,01,Civil service,Euro,925.06,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,02,Defence,Euro,805.43,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,03,Garda Siochana,Euro,1227.64,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,04,Education,Euro,906.01,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,05,Regional bodies,Euro,809.17,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,06,Health,Euro,851.64,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,07,Semi-State companies,Euro,983.34,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,09,Commercial Semi-State companies,Euro,986.66,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,10,Non commercial Semi-State companies,Euro,974.37,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,-,Total Public Sector including Semi State bodies,Euro,901.91,Italy
EHQ10C02,Average Weekly Earnings,20141,2014Q1,08,Total Public Sector excluding Semi State bodies,Euro,889.19,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,01,Civil service,Euro,928.23,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,02,Defence,Euro,812.16,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,03,Garda Siochana,Euro,1236.09,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,04,Education,Euro,913.69,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,05,Regional bodies,Euro,815.75,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,06,Health,Euro,869.78,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,07,Semi-State companies,Euro,1022.23,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,09,Commercial Semi-State companies,Euro,1047.1,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,10,Non commercial Semi-State companies,Euro,958.85,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,-,Total Public Sector including Semi State bodies,Euro,917.19,Italy
EHQ10C02,Average Weekly Earnings,20142,2014Q2,08,Total Public Sector excluding Semi State bodies,Euro,900.09,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,01,Civil service,Euro,904.35,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,02,Defence,Euro,810.4,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,03,Garda Siochana,Euro,1182.92,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,04,Education,Euro,923.13,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,05,Regional bodies,Euro,819.51,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,06,Health,Euro,858.36,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,07,Semi-State companies,Euro,964.11,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,09,Commercial Semi-State companies,Euro,970.8,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,10,Non commercial Semi-State companies,Euro,946.98,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,-,Total Public Sector including Semi State bodies,Euro,903.6,Italy
EHQ10C02,Average Weekly Earnings,20143,2014Q3,08,Total Public Sector excluding Semi State bodies,Euro,893.79,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,01,Civil service,Euro,927.65,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,02,Defence,Euro,832.44,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,03,Garda Siochana,Euro,1142.02,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,04,Education,Euro,913.74,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,05,Regional bodies,Euro,832.04,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,06,Health,Euro,869.82,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,07,Semi-State companies,Euro,974.28,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,09,Commercial Semi-State companies,Euro,979.49,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,10,Non commercial Semi-State companies,Euro,960.68,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,-,Total Public Sector including Semi State bodies,Euro,909.11,Italy
EHQ10C02,Average Weekly Earnings,20144,2014Q4,08,Total Public Sector excluding Semi State bodies,Euro,898.62,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,01,Civil service,Euro,922.23,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,02,Defence,Euro,807.82,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,03,Garda Siochana,Euro,1235.67,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,04,Education,Euro,901.74,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,05,Regional bodies,Euro,827.25,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,06,Health,Euro,858.23,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,07,Semi-State companies,Euro,973.69,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,09,Commercial Semi-State companies,Euro,974.31,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,10,Non commercial Semi-State companies,Euro,972.06,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,-,Total Public Sector including Semi State bodies,Euro,903.96,Italy
EHQ10C02,Average Weekly Earnings,20151,2015Q1,08,Total Public Sector excluding Semi State bodies,Euro,892.67,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,01,Civil service,Euro,926.36,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,02,Defence,Euro,811.23,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,03,Garda Siochana,Euro,1245.3,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,04,Education,Euro,912.23,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,05,Regional bodies,Euro,837.58,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,06,Health,Euro,868.48,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,07,Semi-State companies,Euro,995.65,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,09,Commercial Semi-State companies,Euro,1006.62,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,10,Non commercial Semi-State companies,Euro,968.67,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,-,Total Public Sector including Semi State bodies,Euro,914.6,Italy
EHQ10C02,Average Weekly Earnings,20152,2015Q2,08,Total Public Sector excluding Semi State bodies,Euro,901.82,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,01,Civil service,Euro,898.61,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,02,Defence,Euro,814.14,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,03,Garda Siochana,Euro,1191.01,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,04,Education,Euro,925.14,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,05,Regional bodies,Euro,814.13,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,06,Health,Euro,853.06,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,07,Semi-State companies,Euro,987.27,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,09,Commercial Semi-State companies,Euro,991.49,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,10,Non commercial Semi-State companies,Euro,976.16,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,-,Total Public Sector including Semi State bodies,Euro,905.12,Italy
EHQ10C02,Average Weekly Earnings,20153,2015Q3,08,Total Public Sector excluding Semi State bodies,Euro,891.61,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,01,Civil service,Euro,926.8,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,02,Defence,Euro,807.19,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,03,Garda Siochana,Euro,1229.13,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,04,Education,Euro,932.24,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,05,Regional bodies,Euro,834.89,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,06,Health,Euro,893.84,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,07,Semi-State companies,Euro,984.31,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,09,Commercial Semi-State companies,Euro,996.65,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,10,Non commercial Semi-State companies,Euro,952.07,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,-,Total Public Sector including Semi State bodies,Euro,925.78,Italy
EHQ10C02,Average Weekly Earnings,20154,2015Q4,08,Total Public Sector excluding Semi State bodies,Euro,916.51,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,01,Civil service,Euro,828.68,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,02,Defence,Euro,811.03,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,03,Garda Siochana,Euro,1206.15,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,04,Education,Euro,899.41,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,05,Regional bodies,Euro,844.57,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,06,Health,Euro,866.31,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,07,Semi-State companies,Euro,1011.4,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,09,Commercial Semi-State companies,Euro,1017.76,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,10,Non commercial Semi-State companies,Euro,992.53,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,-,Total Public Sector including Semi State bodies,Euro,899.97,Italy
EHQ10C02,Average Weekly Earnings,20161,2016Q1,08,Total Public Sector excluding Semi State bodies,Euro,882.36,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,01,Civil service,Euro,843.31,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,02,Defence,Euro,800.26,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,03,Garda Siochana,Euro,1304.11,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,04,Education,Euro,903.69,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,05,Regional bodies,Euro,816.0,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,06,Health,Euro,873.01,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,07,Semi-State companies,Euro,1017.46,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,09,Commercial Semi-State companies,Euro,1035.86,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,10,Non commercial Semi-State companies,Euro,966.04,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,-,Total Public Sector including Semi State bodies,Euro,905.58,Italy
EHQ10C02,Average Weekly Earnings,20162,2016Q2,08,Total Public Sector excluding Semi State bodies,Euro,888.87,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,01,Civil service,Euro,889.56,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,02,Defence,Euro,807.84,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,03,Garda Siochana,Euro,1251.09,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,04,Education,Euro,931.3,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,05,Regional bodies,Euro,828.93,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,06,Health,Euro,870.33,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,07,Semi-State companies,Euro,999.82,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,09,Commercial Semi-State companies,Euro,1016.14,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,10,Non commercial Semi-State companies,Euro,952.74,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,-,Total Public Sector including Semi State bodies,Euro,916.2,Italy
EHQ10C02,Average Weekly Earnings,20163,2016Q3,08,Total Public Sector excluding Semi State bodies,Euro,903.0,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,01,Civil service,Euro,907.82,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,02,Defence,Euro,808.95,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,03,Garda Siochana,Euro,1218.56,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,04,Education,Euro,927.13,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,05,Regional bodies,Euro,830.84,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,06,Health,Euro,868.42,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,07,Semi-State companies,Euro,1018.8,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,09,Commercial Semi-State companies,Euro,1035.52,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,10,Non commercial Semi-State companies,Euro,972.33,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,-,Total Public Sector including Semi State bodies,Euro,918.1,Italy
EHQ10C02,Average Weekly Earnings,20164,2016Q4,08,Total Public Sector excluding Semi State bodies,Euro,902.45,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,01,Civil service,Euro,906.08,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,02,Defence,Euro,812.35,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,03,Garda Siochana,Euro,1243.92,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,04,Education,Euro,912.57,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,05,Regional bodies,Euro,823.97,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,06,Health,Euro,873.74,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,07,Semi-State companies,Euro,1016.5,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,09,Commercial Semi-State companies,Euro,1036.22,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,10,Non commercial Semi-State companies,Euro,959.42,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,-,Total Public Sector including Semi State bodies,Euro,916.05,Italy
EHQ10C02,Average Weekly Earnings,20171,2017Q1,08,Total Public Sector excluding Semi State bodies,Euro,900.15,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,01,Civil service,Euro,929.54,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,02,Defence,Euro,814.37,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,03,Garda Siochana,Euro,1368.04,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,04,Education,Euro,927.33,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,05,Regional bodies,Euro,826.48,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,06,Health,Euro,894.61,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,07,Semi-State companies,Euro,1028.07,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,09,Commercial Semi-State companies,Euro,1042.1,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,10,Non commercial Semi-State companies,Euro,990.91,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,-,Total Public Sector including Semi State bodies,Euro,936.29,Italy
EHQ10C02,Average Weekly Earnings,20172,2017Q2,08,Total Public Sector excluding Semi State bodies,Euro,921.8,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,01,Civil service,Euro,900.7,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,02,Defence,Euro,900.01,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,03,Garda Siochana,Euro,1322.32,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,04,Education,Euro,966.69,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,05,Regional bodies,Euro,818.12,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,06,Health,Euro,888.91,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,07,Semi-State companies,Euro,1017.42,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,09,Commercial Semi-State companies,Euro,1032.08,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,10,Non commercial Semi-State companies,Euro,976.62,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,-,Total Public Sector including Semi State bodies,Euro,940.83,Italy
EHQ10C02,Average Weekly Earnings,20173,2017Q3,08,Total Public Sector excluding Semi State bodies,Euro,928.79,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,01,Civil service,Euro,926.6,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,02,Defence,Euro,843.24,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,03,Garda Siochana,Euro,1288.81,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,04,Education,Euro,962.88,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,05,Regional bodies,Euro,824.53,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,06,Health,Euro,896.26,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,07,Semi-State companies,Euro,1027.67,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,09,Commercial Semi-State companies,Euro,1042.85,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,10,Non commercial Semi-State companies,Euro,988.88,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,-,Total Public Sector including Semi State bodies,Euro,944.64,Italy
EHQ10C02,Average Weekly Earnings,20174,2017Q4,08,Total Public Sector excluding Semi State bodies,Euro,931.82,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,01,Civil service,Euro,941.65,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,02,Defence,Euro,850.22,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,03,Garda Siochana,Euro,1273.81,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,04,Education,Euro,959.75,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,05,Regional bodies,Euro,853.25,Italy
EHQ10C02,Average Weekly Earnings,20181,2018Q1,06,Health,Euro,907.25,Italy
